game_id,game_date,game_type,team_a,team_b,captain_a,captain_b,players_a,players_b,score_a,score_b,winner,adjustment_a,adjustment_b,round_name,seed_a,seed_b,lineup_comment_id,result_comment_id
344,2025-03-01,regular,Gravediggers,Freaks,cry,supa,"cry, derrickwhitetop5, davidv03, kevin, arthurmorgan, anonymoususer","supa, etan22, york, bennett, ai, vj",,,,,,,,,50686424,
345,2025-03-01,regular,Piggies,Lean Team,evan_stewart_ii,dxvxn,"evan_stewart_ii, glaciers, lxst, brandonmiller, yandy, poolepartyjp3","dxvxn, bigk, pnwsavant, bmannn, kuminga_, thelankygerman",,,,,,,,,50686479,
346,2025-03-01,regular,Jammers,Gamblers,cteszn,nyc,"cteszn, fun, mccasual, gavinlub, freaky_giannis","nyc, doggy, _turner, michael.carter.ll, brown",,,,,,,,,50687977,
347,2025-03-01,regular,Flames,Donuts,frostyy,bohm,"frostyy, tjgany, j417, xyo, montolio, aprilfoolsbday","bohm, hutchinson, tay, poopybuttlover, yellow, abos",,,,,,,,,50689002,
348,2025-03-01,regular,Demons,Flags,buck,tw0,"buck, cyl, otf, o3wn, joshminottenjoyer","tw0, ejwise, chltown, jonah, gradyt06",,,,,,,,,50691687,
349,2025-03-01,regular,KOCK,Flags,ow3n1,tw0,"ow3n1, croger, trevq3, fernando, rockymountain, devincooker","tw0, ejwise, chltown, jonah, gradyt06, relaxedp",,,,,,,,,50691952,
350,2025-03-01,regular,Fellas,Hornets,mlbelite,knightnate12,"mlbelite, realnuggets, tyus, aiden, dugz","okorolover355, tye, knightnate12, murray, sasser",,,,,,,,,50704443,
338,2025-03-02,regular,Demons,Creamers,bruins,cle,"bruins, joshminottenjoyer, o3wn, nick_, cyl, otf","cle, saquon, znye, verse, sports6138, oldfriend99",,,,,,,,,50814392,
339,2025-03-02,regular,Flames,Otters,frostyy,notkiddo,"frostyy, intriquid, plemay, j417, aprilfoolsbday, tjgany","notkiddo, crqmer, jcbihh, lukamodric, novo, therealcartergilmore",,,,,,,,,50818223,
340,2025-03-02,regular,Creamers,KOCK,cle,ow3n1,"cle, saquon, znye, verse, sports6138, oldfriend99","ow3n1, croger, trevq3, fernando, rockymountain, devincooker",,,,,,,,,50819331,
341,2025-03-02,regular,Minors,Freaks,baty,supa,"baty, burress, darwin, bojack, nickplaysbball, shenli","supa, etan22, york, bennett, ai, bshumer1",,,,,,,,,50821780,
342,2025-03-02,regular,MLB,Karma Stars,aiden0220,devinbooker,"aiden0220, kane, richer, dillon, sossboy_, marte","devinbooker, dawgsnation, neev, wisco, raiola, rojoknicks",,,,,,,,,50823177,
343,2025-03-02,regular,Stimmers,Aces,arttheclown_,kenny_wya,"arttheclown_, mpls, spursszn_, nael_abuasi, tylrr, draculas","kenny_wya, grizzy, mars_vibezz, curtisjoneslover, sony_",,,,,,,,,50829672,
327,2025-03-03,regular,Jammers,Freaks,mccasual,supa,"mccasual, cteszn, swouse, sweat, bello, caustic","supa, etan22, york, bennett, ai, norrispaul13",,,,,,,,,50954488,
328,2025-03-03,regular,Donuts,Lean Team,winslowforprez,bigk,"winslowforprez, scottie, cs_derrick13, yellow, bacotlover, abos","bigk, cbd, bmannn, pnwsavant, heatloyalist, addison",,,,,,,,,50954637,
329,2025-03-03,regular,Demons,Fellas,otf,dugz,"otf, four, buck, nickza, bruins, o3wn","dariusgarland, mlbelite, dugz, cadewave, ballingpm, tyus",,,,,,,,,50956108,
330,2025-03-03,regular,Fellas,Freaks,mlbelite,supa,"dariusgarland, mlbelite, dugz, cadewave, ballingpm, tyus","supa, etan22, york, bennett, ai, norrispaul13",,,,,,,,,50956136,
331,2025-03-03,regular,Fellas,MLB,dariusgarland,kane,"dariusgarland, mlbelite, dugz, cadewave, ballingpm, tyus","kane, sossboy_, marte, dane, target, dillon",,,,,,,,,50957394,
332,2025-03-03,regular,Freaks,Piggies,supa,evan_stewart_ii,"supa, etan22, york, bennett, ai, norrispaul13","lxst, evan_stewart_ii, brandonmiller, jtfr, glaciers, poolepartyjp3",,,,,,,,,50959737,
333,2025-03-03,regular,Hornets,Stars,sasser,raiola,"sasser, knightnate12, tye, cookie, okorolover355","raiola, willi3, neev, rojoknicks, dawgsnation",,,,,,,,,50961554,
334,2025-03-03,regular,Aces,Stimmers,sotonyc,spursszn_,"sotonyc, kenny_wya, sony_, curtisjoneslover, lindors","spursszn_, mpls, arttheclown_, nael_abuasi, tylrr, draculas",,,,,,,,,50961884,
