game_id,game_date,game_type,team_a,team_b,captain_a,captain_b,players_a,players_b,score_a,score_b,winner,adjustment_a,adjustment_b,round_name,seed_a,seed_b,lineup_comment_id,result_comment_id
437,2025-03-16,regular,Minors,Stars,,,,"devinbooker, dawgsnation, coby, max",,,,,,,,,52571209,
438,2025-03-16,regular,Outlaws,Flames,,,,"ejwise, frostyy, wulf, gaston",,,,,,,,,52571166,
134,2025-03-17,regular,Gravediggers,Freaks,,,,,33406.0,31497.0,A,,,,,,,52703966
135,2025-03-17,regular,Gamblers,Piggies,,,,,27079.0,28059.0,B,,,,,,,52703781
136,2025-03-17,regular,Penguins,Donuts,,,,,24299.0,27134.0,B,,,,,,,52703384
137,2025-03-17,regular,Hornets,Jammers,,,,,24664.0,30064.0,B,,,,,,,52703166
138,2025-03-17,regular,Otters,Creamers,,,,,28626.0,30940.0,B,,,,,,,52702855
421,2025-03-17,postseason,New York,Wisconsin,four,,"four, xo, _turner, shot, sebas, thereturnofzlo","doggy, fernando, dogger, morant, bobsburgers, wisco",,,,,,North Conference Finals,,,52799648,
422,2025-03-17,regular,@horniehorses,@diabetics,,,horniehorses,"diabetics, creamers, gravediggers, rklkings, piggies, empire.rkl, karma.stars, rklfellas, rkl.kocks, flags, ottersrkl, theaces, thevoyage, rklstimmers",,,,,,,,,52746927,
423,2025-03-17,regular,@jammersrkl,@freaks,,,jammersrkl,"freaks, teamtacos, rklheroes, rkldemons, flamesrkl, madsminors, leanteam, donuts, theamigos, mlbrkl, rkloutlaws, hornetsrkl, rklpenguins, gamblers",,,,,,,,,52746909,
424,2025-03-17,regular,Demons,Diabetics,bruins,chittum,"bruins, otf, o3wn, four, tralogik, joshminottenjoyer","chittum, gingy, etienne, joelembiid, zo_glasses, jonah",,,,,,,,,52731365,
425,2025-03-17,regular,Horses,MLB,kinnick,marner,"kinnick, chris, salty, papacoop, xo, ice","marner, kane, ukator, aiden0220, dillon, dane",,,,,,,,,52731023,
426,2025-03-17,regular,Amigos,KOCK,sink,ederick2442,"sink, aprilfoolsbday, bamry, nind0, noir, pat","ederick2442, croger, bg_15, arttheclown_, fernando, devincooker",,,,,,,,,52731246,
427,2025-03-17,regular,Flags,Empire,bigsnook,sebas,"bigsnook, palmer, j417, burning, jayson, bengalsw","sebas, happy, thereturnofzlo, kodyblu31, fullofopps, bobsburgers",,,,,,,,,52731249,
428,2025-03-17,regular,Fellas,Voyage,,,"dugz, cadewave, dariusgarland, mlbelite, cartercrash, floyd","frylock, twistex, vazyok, huts, justakidfromakron23, toasty",,,,,,,,,52731349,
129,2025-03-18,regular,Demons,Diabetics,,,,,21596.0,22483.0,B,,,,,,,52815294
130,2025-03-18,regular,Horses,MLB,,,,,22509.0,20990.0,A,,,,,,,52815210
131,2025-03-18,regular,Amigos,KOCK,,,,,18193.0,20545.0,B,,,,,,,52815102
132,2025-03-18,regular,Flags,Empire,,,,,17605.0,18409.0,B,,,,,,,52814839
133,2025-03-18,regular,Fellas,Voyage,,,,,18048.0,13882.0,A,,,,,,,52814695
414,2025-03-18,regular,Kings,Gamblers,clutch,rzk,"clutch, cinemax, sink, nate_, devonta, witt","rzk, michael.carter.ll, doggy, shabddd, _turner, nyc",,,,,,,,,52839116,
415,2025-03-18,regular,@horniehorses,@diabetics,,,horniehorses,"diabetics, creamers, gravediggers, rklkings, piggies, empire.rkl, karma.stars, rkl.kocks, rklfellas, ottersrkl, theaces, flags, rklstimmers, thevoyage",,,,,,,,,52836877,
416,2025-03-18,regular,@jammersrkl,@freaks,,,jammersrkl,"freaks, teamtacos, rklheroes, flamesrkl, rkldemons, madsminors, leanteam, donuts, rkloutlaws, hornetsrkl, rklpenguins, mlbrkl, theamigos, gamblers",,,,,,,,,52836843,
417,2025-03-18,regular,Stars,Outlaws,lamb,gaston,"lamb, devinbooker, juan.soto22, raiola, morant, playexplainer","gaston, itzneallol, lehkyforselke, member704148, goodbyesosoon, prove",,,,,,,,,52836622,
418,2025-03-18,regular,Heroes,Minors,morel,max,"morel, erndog, garland, schlongganisa, crow.armstrong, cookie","max, baty, coby, shenli, bojack, braden_",,,,,,,,,52836635,
419,2025-03-18,regular,Tacos,Stimmers,burgerking,poolepartyjp3,"burgerking, tezzywezzy, iverson, siri, gschmoney, bam","poolepartyjp3, mpls, okorolover355, chltown, tatum, draculas",,,,,,,,,52836649,
420,2025-03-18,regular,Aces,Lean Team,kenny_wya,pnwsavant,"kenny_wya, yaxel, kumingaszn, sotonyc, curtisjoneslover, grizzy","pnwsavant, dxvxn, cbd, thelankygerman, addison, bigk",,,,,,,,,52836685,
128,2025-03-19,regular,Tacos,Stimmers,,,,,42937.0,42417.0,A,,,,,,,52909915
407,2025-03-19,regular,@horniehorses,@diabetics,,,horniehorses,"diabetics, rklkings, creamers, gravediggers, piggies, empire.rkl, rkl.kocks, rklfellas, karma.stars, theaces, ottersrkl, flags, thevoyage, rklstimmers",,,,,,,,,52937404,
408,2025-03-19,regular,@jammersrkl,@teamtacos,,,jammersrkl,"teamtacos, rklheroes, freaks, flamesrkl, rkldemons, donuts, rkloutlaws, madsminors, leanteam, hornetsrkl, rklpenguins, mlbrkl, theamigos, gamblers",,,,,,,,,52937371,
409,2025-03-19,regular,Donuts,Gravediggers,bohm,cry,"bohm, tay, winslowforprez, skiseason, hutchinson, flock.ravens","cry, arthurmorgan, kevin, tw0, derrickwhitetop5, markjackson",,,,,,,,,52935708,
410,2025-03-19,regular,Flames,Penguins,tjgany,zupacam,"tjgany, frostyy, ejwise, plemay, intriquid, wulf","zupacam, zik, zupazero, khys9575, owens, scottie",,,,,,,,,52934670,
411,2025-03-19,regular,Piggies,Hornets,quickleyy,zayo,"quickleyy, killerbees_71, brandonmiller, glaciers, shot, jtfr","zayo, bmannn, jensive, masdog2222, knightnate12, sasser",,,,,,,,,52934680,
412,2025-03-19,regular,Freaks,Flags,supa,,"supa, mario, york, ai, bshumer1, vj","bigsnook, palmer, j417, burning, jayson, bengalsw",,,,,,,,,52934700,
413,2025-03-19,regular,stars,outlaws,,,,"prove, member704148, lehkyforselke, gaston, juan.soto22",,,,,,,,,52911294,
400,2025-03-20,regular,Empire,Fellas,sebas,dugz,"sebas, happy, thereturnofzlo, jameswyo, bobsburgers, luhsean56","dugz, cadewave, dariusgarland, cartercrash, mlbelite, gradyt06",,,,,,,,,53041653,
401,2025-03-20,regular,Creamers,Amigos,saquon,nind0,"saquon, znye, verse, oldfriend99, glovee, cle","nind0, aprilfoolsbday, bamry, noir, norrispaul13, pat",,,,,,,,,53041046,
402,2025-03-20,regular,KOCK,Demons,croger,joshminottenjoyer,"croger, ederick2442, arttheclown_, rockymountain, devincooker, fernando","joshminottenjoyer, four, o3wn, otf, virgil, tralogik",,,,,,,,,53041054,
403,2025-03-20,regular,Diabetics,MLB,etienne,aiden0220,"etienne, gingy, chittum, joelembiid, zo_glasses, jonah","aiden0220, kane, marner, ukator, dane, dillon",,,,,,,,,53041610,
404,2025-03-20,regular,Voyage,Horses,relaxedp,kinnick,"relaxedp, justakidfromakron23, twistex, huts, frylock, vazyok","kinnick, chris, salty, papacoop, xo, ice",,,,,,,,,53041616,
405,2025-03-20,regular,Donuts,Gravediggers,,,,"tw0, arthurmorgan, cry, winslowforprez, flock.ravens",,,,,,,,,53016332,
406,2025-03-20,regular,Freaks,Flags,,,,"supa, mario, york",,,,,,,,,53015947,
392,2025-03-21,regular,Outlaws,Heroes,gaston,morel,"gaston, lehkyforselke, itzneallol, goodbyesosoon, clarke, prove","morel, erndog, garland, schlongganisa, snivy, zaccc",,,,,,,,,53139572,
393,2025-03-21,regular,Penguins,Stars,zik,lamb,"zik, khys9575, owens, scottie, vincent_, codybellinger","lamb, devinbooker, raiola, morant, dawgsnation, playexplainer",,,,,,,,,53139324,
394,2025-03-21,regular,Lean Team,Stimmers,dxvxn,poolepartyjp3,"dxvxn, thelankygerman, heatloyalist, bigk, cbd, addison","poolepartyjp3, okorolover355, bigsnook, chltown, mpls, draculas",,,,,,,,,53139350,
395,2025-03-21,regular,Minors,Tacos,max,iverson,"max, baty, coby, shenli, hardforbedard, braden_","iverson, tezzywezzy, burgerking, siri, gschmoney, bam",,,,,,,,,53139543,
396,2025-03-21,regular,Gamblers,Aces,doggy,,"doggy, rzk, _turner, nyc, dex, shabddd","kenny_wya, yaxel, kumingaszn, sotonyc, sony_, grizzy",,,,,,,,,53195180,
